id,label,left_title,left_authors,left_venue,left_year,right_title,right_authors,right_venue,right_year
2469,0,Efficient Resumption of Interrupted Warehouse Loads,"Hector Garcia-Molina, Vlad Gorelik, Wilburt Labio, Janet L. Wiener",SIGMOD Conference,2000,Online index rebuild,"Nagavamsi Ponnekanti, Hanuma Kodavalla",International Conference on Management of Data,2000
721,1,ACDN: a content delivery network for applications,"Michael Rabinovich, Pradnya Karbhari, Fred Douglis, Zhen Xiao",SIGMOD Conference,2002,ACDN: a content delivery network for applications,"Pradnya Karbhari, Michael Rabinovich, Zhen Xiao, Fred Douglis",International Conference on Management of Data,2002
820,1,Book review column,Karl Aberer,SIGMOD Record,2003,Book review column,Karl Aberer,ACM SIGMOD Record ,2003
7828,0,An Effective Deductive Object-Oriented Database Through Language Integration,"M. Howard Williams, Norman W. Paton, Andrew Dinn, Maria L. Barja, Alvaro A. A. Fernandes",VLDB,1994,"Ubiquitous, self-tuning, scalable servers",Peter Spiro,International Conference on Management of Data,1998
637,1,DBCache: Middle-tier Database Caching for Highly Scalable e-Business Architectures,"C. Mohan, Sailesh Krishnamurthy, Mehmet Altinel, Christof Bornh?vd, Hamid Pirahesh, Berthold Reinwald",SIGMOD Conference,2003,DBCache: middle-tier database caching for highly scalable e-business architectures,"Christof Bornh&#246;vd, Mehmet Altinel, Sailesh Krishnamurthy, C. Mohan, Hamid Pirahesh, Berthold Reinwald",International Conference on Management of Data,2003
5564,0,A Framework for Providing Consistent and Recoverable Agent-Based Access to Heterogeneous in Mobile Databases,"Bharat K. Bhargava, Evaggelia Pitoura",SIGMOD Record,1995,INSITE: A Tool for Interpreting Users? Interaction with a Web Space,"Cyrus Shahabi, Adil Faisal, Farnoush Banaei Kashani, Jabed Faruque",Very Large Data Bases,2000
8367,0,Dynamic Maintenance of Data Distribution for Selectivity Estimation,"Kyu-Young Whang, Gio Wiederhold, Sang-Wook Kim",VLDB J.,1994,GridDB: a relational interface for the grid,"David T. Liu, Michael J. Franklin, Devesh Parekh",International Conference on Management of Data,2003
5826,0,Data Mining with optimized two-dimensional association rules,"Takeshi Tokuyama, Yasuhiko Morimoto, Shinichi Morishita, Takeshi Fukuda",ACM Trans. Database Syst.,2001,A new approach to developing and implementing eager database replication protocols,"Bettina Kemme, Gustavo Alonso",ACM Transactions on Database Systems (TODS) ,2000
1381,1,Architectures for Internal Web Services Deployment,Oded Shmueli,VLDB,2001,Architectures for Internal Web Services Deployment,Oded Shmueli,Very Large Data Bases,2001
8265,0,Parallelising OODBMS Traversals: A Performance Evaluation,"Jeffrey F. Naughton, John C. Shafer, David J. DeWitt, Shivakumar Venkataraman",VLDB J.,1996,The n-tier hub technology,"Rainer A. Sommer, Thomas R. Gulledge, David Bailey",ACM SIGMOD Record ,2002
5428,0,Control Strategies for Complex Relational Query Processing in Shared Nothing Systems,"Lionel Brunie, Harald Kosch",SIGMOD Record,1996,MapInfo SpatialWare: A Spatial Information Server for RDBMS,Chebel Mina,Very Large Data Bases,1998
8554,0,Composing Web services on the Semantic Web,"Athman Bouguettaya, Brahim Medjahed, Ahmed K. Elmagarmid",VLDB J.,2003,A data model and data structures for moving objects databases,"Luca Forlizzi, Ralf Hartmut G&#252;ting, Enrico Nardelli, Markus Schneider",International Conference on Management of Data,2000
4796,0,Report on the ACM Fourth International Workshop on Data Warehousing and OLAP (DOLAP 2001),Joachim Hammer,SIGMOD Record,2002,Hyper-Programming in Java,"Evangelos Zirintsis, Graham N. C. Kirby, Ronald Morrison",Very Large Data Bases,1999
5507,0,MQSeries and CICS Link for Lotus Notes,?,SIGMOD Record,1996,An Ultra Highly Available DBMS,"Svein-Olaf Hvasshovd, Svein Erik Bratsberg, &#216;ystein Torbj&#248;rnsen",Very Large Data Bases,2000
4222,0,TIMBER: A Native System for Querying XML,"Laks V. S. Lakshmanan, Stelios Paparizos, Nuwee Wiwatwattana, Cong Yu, Jignesh M. Patel, H. V. Jagadish, Andrew Nierman, Divesh Srivastava, Adriane Chapman, Yuqing Wu, Shurug Al-Khalifa",SIGMOD Conference,2003,A query language for a Web-site management system,"Mary Fernandez, Daniela Florescu, Alon Levy, Dan Suciu",ACM SIGMOD Record ,1997
5877,0,Improving Database Design Through the Analysis of Relationships,"Veda C. Storey, Terence M. Barron, Debabrata Dey",ACM Trans. Database Syst.,1999,Emergent semantics and the multimedia semantic web,"W. I. Grosky, D. V. Sreenath, F. Fotouhi",ACM SIGMOD Record ,2002
7941,0,Including Group-By in Query Optimization,"Surajit Chaudhuri, Kyuseok Shim",VLDB,1994,Improving the efficiency of database-system teaching,Jeffrey D. Ullman,International Conference on Management of Data,2003
7505,0,Object Fusion in Mediator Systems,"Yannis Papakonstantinou, Hector Garcia-Molina, Serge Abiteboul",VLDB,1996,A graphical query language for mobile information systems,Ya-Hui Chang,ACM SIGMOD Record ,2003
7472,0,PESTO : An Integrated Query/Browser for Object Databases,"Laura M. Haas, Michael J. Carey, Vivekananda Maganty, John H. Williams",VLDB,1996,"Preservation of digital data with self-validating, self-instantiating knowledge-based archives","Bertram Lud&#228;scher, Richard Marciano, Reagan Moore",ACM SIGMOD Record ,2001
2920,0,The Jungle Database Search Engine,"Linas Bukauskas, Curtis E. Dyreson, Michael H. B?hlen",SIGMOD Conference,1999,Things every update replication customer should know (abstract),Rob Goldring,International Conference on Management of Data,1995
3143,0,Microsoft.com: A High-Scale Data Management and Transaction Processing Solution,Sherri Kennamer,SIGMOD Conference,1998,Materialized Views in Oracle,"Randall G. Bello, Karl Dias, Alan Downing, James J. Feenan, Jr., James L. Finnerty, William D. Norcott, Harry Sun, Andrew Witkowski, Mohamed Ziauddin",Very Large Data Bases,1998
3018,0,Free Parallel Data Mining,"Bin Li, Dennis Shasha",SIGMOD Conference,1998,Outerjoins as disjunctions,C&#233;sar A. Galindo-Legaria,International Conference on Management of Data,1994
4364,0,Rate-based query optimization for streaming information sources,"Jeffrey F. Naughton, Stratis Viglas",SIGMOD Conference,2002,Query flocks: a generalization of association-rule mining,"Dick Tsur, Jeffrey D. Ullman, Serge Abiteboul, Chris Clifton, Rajeev Motwani, Svetlozar Nestorov, Arnon Rosenthal",International Conference on Management of Data,1998
4530,0,Multimedia streaming in large-scale sensor networks with mobile swarms,"Mario Gerla, Kaixin Xu",SIGMOD Record,2003,Data partitioning and load balancing in parallel disk systems,"Peter Scheuermann, Gerhard Weikum, Peter Zabback",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1998
1512,1,Performance Issues in Incremental Warehouse Maintenance,"Hector Garcia-Molina, Wilburt Labio, Yingwei Cui, Jennifer Widom, Jun Yang",VLDB,2000,Performance Issues in Incremental Warehouse Maintenance,"Wilburt Labio, Jun Yang, Yingwei Cui, Hector Garcia-Molina, Jennifer Widom",Very Large Data Bases,2000
1015,1,Component-based E-Commerce: Assesment of Current Practices and Future Directions,"Martin Bichler, Arie Segev, J. Leon Zhao",SIGMOD Record,1998,Component-based e-commerce: assessment of current practices and future directions,"Martin Bichler, Arie Segev, J. Leon Zhao",ACM SIGMOD Record ,1998
7827,0,An Effective Deductive Object-Oriented Database Through Language Integration,"M. Howard Williams, Norman W. Paton, Andrew Dinn, Maria L. Barja, Alvaro A. A. Fernandes",VLDB,1994,Converting relational to object-oriented databases,Joseph Fong,ACM SIGMOD Record ,1997
7213,0,A One-Pass Algorithm for Accurately Estimating Quantiles for Disk-Resident Data,"Khaled Alsabti, Vineet Singh, Sanjay Ranka",VLDB,1997,An alternative storage organization for ROLAP aggregate views based on cubetrees,"Yannis Kotidis, Nick Roussopoulos",International Conference on Management of Data,1998
8643,0,E-Commerce Database Issues and Experience,Anand Rajaraman,SIGMOD Conference,1999,The Query Optimizer in Tandem's new ServerWare SQL Product,Pedro Celis,Very Large Data Bases,1996
6819,0,Aqua: A Fast Decision Support Systems Using Approximate Query Answers,"Swarup Acharya, Phillip B. Gibbons, Viswanath Poosala",VLDB,1999,RoadRunner: Towards Automatic Data Extraction from Large Web Sites,"Valter Crescenzi, Giansalvatore Mecca, Paolo Merialdo",Very Large Data Bases,2001
2644,0,Application Architecture: 2Tier or 3Tier? What is DBMS's Role? (Panel Abstract),Anil Nori,SIGMOD Conference,2000,On-Demand Data Elevation in Hierarchical Multimedia Storage Servers,"Peter Triantafillou, Thomas Papadakis",Very Large Data Bases,1997
1783,1,Dynamic Load Balancing in Hierarchical Parallel Database Systems,"Luc Bouganim, Daniela Florescu, Patrick Valduriez",VLDB,1996,Dynamic Load Balancing in Hierarchical Parallel Database Systems,"Luc Bouganim, Daniela Florescu, Patrick Valduriez",Very Large Data Bases,1996
2344,0,Space-Efficient Online Computation of Quantile Summaries,"Sanjeev Khanna, Michael Greenwald",SIGMOD Conference,2001,On the Discovery of Interesting Patterns in Association Rules,"Sridhar Ramaswamy, Sameer Mahajan, Abraham Silberschatz",Very Large Data Bases,1998
3470,0,Spatial Hash-Joins,"Ming-Ling Lo, Chinya V. Ravishankar",SIGMOD Conference,1996,Efficient evaluation of XML middle-ware queries,"Mary Fernandez, Atsuyuki Morishima, Dan Suciu",International Conference on Management of Data,2001
7549,0,The XPS Approach to Loading and Unloading Terabyte Databases,Sanket Atal,VLDB,1996,An Adaptive Hybrid Server Architecture for Client Caching ODBMSs,"Kaladhar Voruganti, M. Tamer &#214;zsu, Ronald C. Unrau",Very Large Data Bases,1999
1375,1,Change-Centric Management of Versions in an XML Warehouse,"Laurent Mignet, Am?lie Marian, Gregory Cobena, Serge Abiteboul",VLDB,2001,Change-Centric Management of Versions in an XML Warehouse,"Am&#233;lie Marian, Serge Abiteboul, Gregory Cobena, Laurent Mignet",Very Large Data Bases,2001
1760,1,Towards an ODMG-Compliant Visual Object Query Language,"Manoj Chavda, Peter T. Wood",VLDB,1997,Towards an ODMG-Compliant Visual Object Query Language,"Manoj Chavda, Peter T. Wood",Very Large Data Bases,1997
3627,0,OFL: A Functional Execution Model for Object Query Languages,"Georges Gardarin, Fernando Machuca, Philippe Pucheral",SIGMOD Conference,1995,A database model for object dynamics,"M. P. Papazoglou, B. J. Kr&#228;mer",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1997
3996,0,The MYRIAD Federated Database Prototype,"K. Mediratta, Ee-Peng Lim, J. Stenoien, S. Musukula, Jaideep Srivastava, H.-R. Yang, D. Clements, M. Ganesh, San-Yih Hwang",SIGMOD Conference,1994,"Integrating temporal, real-time, an active databases","Krithi Ramamritham, Raju Sivasankaran, John A. Stankovic, Don T. Towsley, Ming Xiong",ACM SIGMOD Record ,1996
6521,0,An Ultra Highly Available DBMS,"Svein-Olaf Hvasshovd, Svein Erik Bratsberg, ?ystein Torbj?rnsen",VLDB,2000,Discovering all most specific sentences,"Dimitrios Gunopulos, Roni Khardon, Heikki Mannila, Sanjeev Saluja, Hannu Toivonen, Ram Sewak Sharma",ACM Transactions on Database Systems (TODS) ,2003
274,1,DataSplash,"Vuk Ercegovac, Allison Woodruff, Michael Stonebraker, Mark Lin, Mybrid Spalding, Alexander Aiken, Chris Olston, Michael Chu",SIGMOD Conference,1998,DataSplash,"Chris Olston, Allison Woodruff, Alexander Aiken, Michael Chu, Vuk Ercegovac, Mark Lin, Mybrid Spalding, Michael Stonebraker",International Conference on Management of Data,1998
7649,0,Benchmarking Spatial Join Operations with Spatial Output,"Erik G. Hoel, Hanan Samet",VLDB,1995,Ptool: a scalable persistent object manager,"R. L. Grossman, X. Qin",International Conference on Management of Data,1994
1428,1,The Long-Term Preservation of Authentic Electronic Records,Luciana Duranti,VLDB,2001,The Long-Term Preservation of Authentic Electronic Records,Luciana Duranti,Very Large Data Bases,2001
1693,1,Plan-Per-Tuple Optimization Solution - Parallel Execution of Expensive User-Defined Functions,"Felipe Cari?o, William O'Connell",VLDB,1998,Plan-Per-Tuple Optimization Solution - Parallel Execution of Expensive User-Defined Functions,"Felipe Cari&#241;o, William O'Connell",Very Large Data Bases,1998
1649,1,A Single Pass Computing Engine for Interactive Analysis of VLDBs,Ted Mihalisin,VLDB,1998,A Single Pass Computing Engine for Interactive Analysis of VLDBs,Ted Mihalisin,Very Large Data Bases,1998
1538,1,Work and Information Practices in the Sciences of Biodiversity,Geoffrey C. Bowker,VLDB,2000,Work and Information Practices in the Sciences of Biodiversity,Geoffrey C. Bowker,Very Large Data Bases,2000
6538,0,Controlling Data Warehouses with Knowledge Networks,"Jan-Dirk Becker, Matthias Jarke, Andreas Boehmer, Elvira Schaefer",VLDB,2000,A Language for Manipulating Arrays,"Arunprasad P. Marathe, Kenneth Salem",Very Large Data Bases,1997
7178,0,A Language for Manipulating Arrays,"Arunprasad P. Marathe, Kenneth Salem",VLDB,1997,Similarity-based queries for time series data,"Davood Rafiei, Alberto Mendelzon",International Conference on Management of Data,1997
8058,0,Semantic Caching of Web Queries,"Boris Chidlovskii, Uwe M. Borghoff",VLDB J.,2000,Combining Histograms and Parametric Curve Fitting for Feedback-Driven Query Result-size Estimation,"Arnd Christian K&#246;nig, Gerhard Weikum",Very Large Data Bases,1999
5062,0,A Survey of Logical Models for OLAP Databases,"Timos K. Sellis, Panos Vassiliadis",SIGMOD Record,1999,QC-trees: an efficient summary structure for semantic OLAP,"Laks V. S. Lakshmanan, Jian Pei, Yan Zhao",International Conference on Management of Data,2003
96,1,Efficient and Cost-effective Techniques for Browsing and Indexing Large Video Databases,"Kien A. Hua, Jung-Hwan Oh",SIGMOD Conference,2000,Efficient and cost-effective techniques for browsing and indexing large video databases,"JungHwan Oh, Kien A. Hua",International Conference on Management of Data,2000
4622,0,XPath processing in a nutshell,"Reinhard Pichler, Christoph Koch, Georg Gottlob",SIGMOD Record,2003,THESUS: Organizing Web document collections based on link semantics,"Maria Halkidi, Benjamin Nguyen, Iraklis Varlamis, Michalis Vazirgiannis",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,2003
4022,0,Efficient similarity search and classification via rank aggregation,"Ravi Kumar, D. Sivakumar, Ronald Fagin",SIGMOD Conference,2003,Efficient view maintenance at data warehouses,"D. Agrawal, A. El Abbadi, A. Singh, T. Yurek",International Conference on Management of Data,1997
6402,0,The Propel Distributed Services Platform,"Runping Qi, Kuan Yee, Brian Sterling, Nicolas Adiba, Michael J. Carey, David Rieber, Steve Kirsch, Michael Blow, John C. Shafer, Rajendra Panwar, Daniela Florescu, Mary Roth, Dan Wineman, David Li, Bert Van der Linden, Brian Vickery, Ivan Oprencak, Tolga Urhan",VLDB,2001,"Data mining using two-dimensional optimized association rules: scheme, algorithms, and visualization","Takeshi Fukuda, Yasukiko Morimoto, Shinichi Morishita, Takeshi Tokuyama",International Conference on Management of Data,1996
3456,0,Performance Tradeoffs for Client-Server Query Processing,"Donald Kossmann, Michael J. Franklin, Bj?rn ??r J?nsson",SIGMOD Conference,1996,Querying Shapes of Histories,"Rakesh Agrawal, Giuseppe Psaila, Edward L. Wimmers, Mohamed Za&#239;t",Very Large Data Bases,1995
7047,0,Evaluating Functional Joins Along Nested Reference Sets in Object-Relational and Object-Oriented Databases,"Alfons Kemper, Reinhard Braumandl, Jens Clau?en",VLDB,1998,Data warehousing and business intelligence for e-commerce: by Alan R. Simon & Steven L. Shaffer,Frank G. Goethals,ACM SIGMOD Record ,2002
5394,0,The Aggregate Data Problem: A System for their Definition and Management,"Leonardo Tininini, Antonia Bezenchek, Maurizio Rafanelli",SIGMOD Record,1996,Data bubbles: quality preserving performance boosting for hierarchical clustering,"Markus M. Breunig, Hans-Peter Kriegel, Peer Kr&#246;ger, J&#246;rg Sander",International Conference on Management of Data,2001
3270,0,High-Performance Sorting on Networks of Workstations,"David E. Culler, Joseph M. Hellerstein, David A. Patterson, Andrea C. Arpaci-Dusseau, Remzi H. Arpaci-Dusseau",SIGMOD Conference,1997,Research and practice in federated information systems,"W. Hasselbring, W.-J. van den Heuvel, G. J. Houben, R.-D. Kutsche, B. Rieger, M. Roantree, K. Subieta",ACM SIGMOD Record ,2000
215,1,Query Rewriting for Semistructured Data,"Vasilis Vassalos, Yannis Papakonstantinou",SIGMOD Conference,1999,Query rewriting for semistructured data,"Yannis Papakonstantinou, Vasilis Vassalos",International Conference on Management of Data,1999
2605,0,TerraServer: A Spatial Data Warehouse,"Donald R. Slutz, Jim Gray, Tom Barclay",SIGMOD Conference,2000,Infosphere project: system support for information flow applications,"Calton Pu, Karsten Schwan, Jonathan Walpole",ACM SIGMOD Record ,2001
5574,0,Condition Handling in SQL Persistent Stored Modules,Jeff Richey,SIGMOD Record,1995,Multi-Dimensional Database Allocation for Parallel Data Warehouses,"Thomas St&#246;hr, Holger M&#228;rtens, Erhard Rahm",Very Large Data Bases,2000
1623,1,Diag-Join: An Opportunistic Join Algorithm for 1:N Relationships,"Sven Helmer, Guido Moerkotte, Till Westmann",VLDB,1998,Diag-Join: An Opportunistic Join Algorithm for 1:N Relationships,"Sven Helmer, Till Westmann, Guido Moerkotte",Very Large Data Bases,1998
6714,0,"Biodiversity Informatics: The Challenge of Rapid Development, Large Databases, and Complex Data (Keynote)","James L. Edwards, Meridith A. Lane, Ebbe Nielsen",VLDB,2000,Hash Joins and Hash Teams in Microsoft SQL Server,"Goetz Graefe, Ross Bunker, Shaun Cooper",Very Large Data Bases,1998
8446,0,Instance-based attribute identification in database integration,"Roger H. L. Chiang, Ee-Peng Lim, Chua Eng Huang Cecil",VLDB J.,2003,Virtual database technology,"Ashish Gupta, Venky Harinarayan, Anand Rajaraman",ACM SIGMOD Record ,1997
895,1,The n-Tier Hub Technology,"Rainer A. Sommer, David Bailey, Thomas R. Gulledge",SIGMOD Record,2002,The n-tier hub technology,"Rainer A. Sommer, Thomas R. Gulledge, David Bailey",ACM SIGMOD Record ,2002
5816,0,Atomicity and isolation for transactional processes,"Hans-J?rg Schek, Gustavo Alonso, Heiko Schuldt, Catriel Beeri",ACM Trans. Database Syst.,2002,NetCube: A Scalable Tool for Fast Data Mining and Compression,"Dimitris Margaritis, Christos Faloutsos, Sebastian Thrun",Very Large Data Bases,2001
4497,0,Developments at ACM TODS,Richard T. Snodgrass,SIGMOD Record,2003,CMVF: a novel dimension reduction scheme for efficient indexing in a large image database,"Jialie Shen, Anne H. H. Ngu, John Shepherd, Du Q. Huynh, Quan Z. Sheng",International Conference on Management of Data,2003
4896,0,Advanced XML Data Processing - Guest Editor's Introduction,Karl Aberer,SIGMOD Record,2001,STRUDEL: a Web site management system,"Mary Fernandez, Daniela Florescu, Jaewoo Kang, Alon Levy, Dan Suciu",International Conference on Management of Data,1997
862,1,Book Review Column,Karl Aberer,SIGMOD Record,2002,Book review column,Karl Aberer,ACM SIGMOD Record ,2002
4182,0,Multi-Dimensional Clustering: A New Data Layout Scheme in DB2,"Bishwaranjan Bhattacharjee, Sriram Padmanabhan, Matthew Huras, Leslie Cranston, Timothy Malkemus",SIGMOD Conference,2003,The database group at University of Hagen,"Gunter Schlageter, Thomas Berkel, Eberhard Heuel, Silke Mittrach, Andreas Scherer, Wolfgang Wilkes",ACM SIGMOD Record ,1995
2897,0,Phoenix: Making Applications Robust,"David B. Lomet, Roger S. Barga",SIGMOD Conference,1999,Cost-based optimization of decision support queries using transient-views,"Subbu N. Subramanian, Shivakumar Venkataraman",International Conference on Management of Data,1998
3969,0,MOSAICO - A System for Conceptual Modeling and Rapid Prototyping of Object-Oriented Database Application,"M. Toiati, Michele Missikoff",SIGMOD Conference,1994,Hash Joins and Hash Teams in Microsoft SQL Server,"Goetz Graefe, Ross Bunker, Shaun Cooper",Very Large Data Bases,1998
6388,0,Scientific OLAP for the Biotech Domain,Nam Huyn,VLDB,2001,A conceptual architecture for semantic web enabled web services,"Christoph Bussler, Dieter Fensel, Alexander Maedche",ACM SIGMOD Record ,2002
7526,0,Information Retrieval from an Incomplete Data Cube,Curtis E. Dyreson,VLDB,1996,The WorlInfo Assistant: Spatio-Temporal Information Integration on the Web,"Jos&#233; Luis Ambite, Craig A. Knoblock, Mohammad R. Kolahdouzan, Maria Muslea, Cyrus Shahabi, Snehal Thakkar",Very Large Data Bases,2001
7115,0,Scalable Sweeping-Based Spatial Join,"Lars Arge, Jeffrey Scott Vitter, Torsten Suel, Sridhar Ramaswamy, Octavian Procopiuc",VLDB,1998,Online Scaling in a Highly Available Database,"Svein Erik Bratsberg, Rune Humborstad",Very Large Data Bases,2001
7605,0,A Data Transformation System for Biological Data Sources,"Susan B. Davidson, Limsoon Wong, Kyle Hart, Peter Buneman, G. Christian Overton",VLDB,1995,Comparing Hierarchical Data in External Memory,Sudarshan S. Chawathe,Very Large Data Bases,1999
368,1,Temporal Aggregation in Active Database Rules,"Iakovos Motakis, Carlo Zaniolo",SIGMOD Conference,1997,Temporal aggregation in active database rules,"Iakovos Motakis, Carlo Zaniolo",International Conference on Management of Data,1997
4131,0,"Temporal Coalescing with Now, Granularity, and Incomplete Information",Curtis E. Dyreson,SIGMOD Conference,2003,A model for compound type changes encountered in schema evolution,Barbara Staudt Lerner,ACM Transactions on Database Systems (TODS) ,2000
7523,0,Storage Estimation for Multidimensional Aggregates in the Presence of Hierarchies,"Jeffrey F. Naughton, Amit Shukla, Karthikeyan Ramasamy, Prasad Deshpande",VLDB,1996,Effective &; Efficient Document Ranking without using a Large Lexicon,Yasushi Ogawa,Very Large Data Bases,1996
3923,0,Sequence Query Processing,"Raghu Ramakrishnan, Miron Livny, Praveen Seshadri",SIGMOD Conference,1994,Models and languages for describing and discovering E-services,"Fabio Casati, Ming-Chien Shan",International Conference on Management of Data,2001
5295,0,Research Issues in Federated Database Systems: Report of EFDBS '97 Workshop,"F?lix Saltor, Mark Roantree, Mark W. W. Vermeer, Wilhelm Hasselbring, Martin Sch?nhoff, Markus Str?ssler, Barry Eaglestone, Stefan Conrad",SIGMOD Record,1997,GHOST: Fine Granularity Buffering of Indexes,"Cheng Hian Goh, Beng Chin Ooi, D. Sim, Kian-Lee Tan",Very Large Data Bases,1999
4331,0,COUGAR: the network is the database,"Wai Fu Fung, David Sun, Johannes Gehrke",SIGMOD Conference,2002,Report on the ACM fourth international workshop on data warehousing and OLAP (DOLAP 2001),Joachim Hammer,ACM SIGMOD Record ,2002
784,1,Book review column,Karl Aberer,SIGMOD Record,2003,Book review column,Karl Aberer,ACM SIGMOD Record ,2003
6932,0,Spatio-Temporal Retrieval with RasDaMan,"Peter Baumann, Norbert Widmann, Roland Ritsch, Paula Furtado, Andreas Dehmel",VLDB,1999,Objectivity Industrial Exhibit, Objectivity,Very Large Data Bases,1998
5847,0,Cache investment: integrating query optimization and distributed data placement,"Donald Kossmann, Gerhard Drasch, Michael J. Franklin",ACM Trans. Database Syst.,2000,Extending Practical Pre-Aggregation in On-Line Analytical Processing,"Torben Bach Pedersen, Christian S. Jensen, Curtis E. Dyreson",Very Large Data Bases,1999
6348,0,Potter's Wheel: An Interactive Data Cleaning System,"Joseph M. Hellerstein, Vijayshankar Raman",VLDB,2001,A new approach to developing and implementing eager database replication protocols,"Bettina Kemme, Gustavo Alonso",ACM Transactions on Database Systems (TODS) ,2000
6622,0,Temporal Integrity Constraints with Indeterminacy,"Wes Cowley, Dimitris Plexousakis",VLDB,2000,Orthogonal optimization of subqueries and aggregation,"C&#233;sar Galindo-Legaria, Milind Joshi",International Conference on Management of Data,2001
7952,0,Investigation of Algebraic Query Optimisation Techniques for Database Programming Languages,"Alexandra Poulovassilis, Carol Small",VLDB,1994,On wrapping query languages and efficient XML integration,"Vassilis Christophides, Sophie Cluet, J&#233;r&#466;me Sim&#232;on",International Conference on Management of Data,2000
4846,0,Too Much Middleware,Michael Stonebraker,SIGMOD Record,2002,Oracle media server: providing consumer based interactive access to multimedia data,"Andrew Laursen, Jeffrey Olkin, Mark Porter",International Conference on Management of Data,1994
8627,0,Index Research: Forest or Trees? (Panel Abstract),Joseph M. Hellerstein,SIGMOD Conference,2000,"The five-minute rule ten years later, and other computer storage rules of thumb","Jim Gray, Goetz Graefe",ACM SIGMOD Record ,1997
5796,0,SilkRoute: A framework for publishing relational data in XML,"Dan Suciu, Yana Kadiyska, Wang Chiew Tan, Mary F. Fernandez, Atsuyuki Morishima",ACM Trans. Database Syst.,2002,Supporting global user profiles through trusted authorities,Ibrahim Cingil,ACM SIGMOD Record ,2002
8323,0,Characterization of Database Access Pattern for Analytic Prediction of Buffer Hit Probability,"Jen-Yao Chung, Asit Dan, Philip S. Yu",VLDB J.,1995,Relating Distributed Objects,"Bruce E. Martin, R. G. G. Cattell",Very Large Data Bases,1994
2175,1,Guest editorial,"Vijay Atluri, Anupam Joshi, Yelena Yesha",VLDB J.,2003,Guest editorial,"Vijay Atluri, Anupam Joshi, Yelena Yesha",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,2003
6700,0,Media360 Workflow-Implementing a Workflow Engine Inside a Database,Carsten Blecken,VLDB,2000,Improved query performance with variant indexes,"Patrick O'Neil, Dallan Quass",International Conference on Management of Data,1997
1845,1,Generalizing GlOSS to Vector-Space Databases and Broker Hierarchies,"Luis Gravano, Hector Garcia-Molina",VLDB,1995,Generalizing GlOSS to Vector-Space Databases and Broker Hierarchies,"Luis Gravano, Hector Garcia-Molina",Very Large Data Bases,1995
4014,0,Chain : Operator Scheduling for Memory Minimization in Data Stream Systems,"Brian Babcock, Shivnath Babu, Rajeev Motwani, Mayur Datar",SIGMOD Conference,2003,CapBasED-AMS: a capability-based and event-driven activity management system,"Patrick C. K. Hung, Helen P. Yeung, Kamalakar Karlapalem",International Conference on Management of Data,1996
7662,0,"DB2 Common Server: Technology, Progress, & Directions",Bruce G. Lindsay,VLDB,1995,Synchronizing a database to improve freshness,"Junghoo Cho, Hector Garcia-Molina",International Conference on Management of Data,2000
7521,0,On the Computation of Multidimensional Aggregates,"Sunita Sarawagi, Ashish Gupta, Rakesh Agrawal, Prasad Deshpande, Jeffrey F. Naughton, Sameet Agarwal, Raghu Ramakrishnan",VLDB,1996,An efficient bitmap encoding scheme for selection queries,"Chee-Yong Chan, Yannis E. Ioannidis",International Conference on Management of Data,1999
6794,0,"Data-Driven, One-To-One Web Site Generation for Data-Intensive Applications","Stefano Paraboschi, Piero Fraternali, Stefano Ceri",VLDB,1999,Query optimization in the presence of limited access patterns,"Daniela Florescu, Alon Levy, Ioana Manolescu, Dan Suciu",International Conference on Management of Data,1999
4384,0,StatiX: making XML count,"Jayant R. Haritsa, Juliana Freire, Maya Ramanath, Prasan Roy, J?r?me Sim?on",SIGMOD Conference,2002,SQLEM: fast clustering in SQL using the EM algorithm,"Carlos Ordonez, Paul Cereghini",International Conference on Management of Data,2000
3337,0,The InfoSleuth Project,"Marek Rusinkiewicz, Tomasz Ksiezyk, Richard S. Brice, Ray Shea, Vipul Kashyap, Andrzej Cichocki, Mosfeq Rashid, C. Unnikrishnan, Abdelsalam Helal, Amy Unruh, Marian H. Nodine, Jerry Fowler, Darrell Woelk, Gale Martin, Roberto J. Bayardo Jr., William Bohrer",SIGMOD Conference,1997,Offering a Precision-Performance Tradeoff for Aggregation Queries over Replicated Data,"Chris Olston, Jennifer Widom",Very Large Data Bases,2000
1102,1,ACT-NET - The Active Database Management System Manifesto: A Rulebase of ADBMS Features,?,SIGMOD Record,1996,The active database management system manifesto: a rulebase of ADBMS features,Corporate Act-Net Consortium,ACM SIGMOD Record ,1996
5049,0,SQL Standardization: The Next Steps,"Andrew Eisenberg, Jim Melton",SIGMOD Record,2000,Databases and Workflow Management: What is it All About? (Panel),"Andreas Reuter, Stefano Ceri, Jim Gray, Betty Salzberg, Gerhard Weikum",Very Large Data Bases,1995
